name,city,avg_rating,sample_comment
Concord Apartments By Boq Lodging,Arlington,,attached to the concord and a pvt entrance for residents  is awesome. very busy in the mornings! they just revamped their hours to be open pretty much every day to at least noon now!
Corey Motel,Sioux City,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Cougar Crest Lodge,Coeur D Alene,5.0,"The Cougar Crest was on the tail end of our honeymoon, and by the time we pulled up to the front gate, we'd had a harrowing skydiving experience and had been on the road for hours. It was exactly the relaxing stay we hoped for! First off, pulling up to the entrance is like sidling up to an exclusive ski... More"
Country Inn & Suites By Carlson,Crystal Lake,3.9661016949152543,visiting family for Thanksgiving near by....perfect place to spend the night. When we arrived they were even serving Thanksgiving pie to their guests. Nice end to a a great day. Our country has so much to be thankful for.
"Country Inn & Suites By Carlson, Rocky Mount, Nc",Rocky Mount,4.0,The staff are very friendly and accommodating. The dog walk area was cleaned up this trip. The bathroom floor wasn't as clean as it should have been. Breakfast would have been much better if their wasn't aluminum foil in the scrambled eggs. The 20. charge for the pet is acceptable but made the stay more expensive here than all of... More
Country Inn Walker,Walker,4.475,"Our stay was short. Basically we just spent the night there. The room was clean, the sheets were clean and the lobby was bright open and inviting. They have a small pool and hot tub which we didn't use and a decent free breakfast in the morning. All in all, this is a fine place to stay if you are just looking for something no frills."
Country Inn and Suites By Carlson,Elkhart,3.611111111111111,"This hotel was a little smaller than I thought, although I did enjoy the quietness and quality of the hotel. The pool could have been lit up more, however the salt water was so much better for our 7-1/2 yr. old son who breaks out from the typical pool chemicals."
Country Inn and Suites By Carlson Charlotte University Place,Charlotte,4.047058823529412,"Staff was great! Breakfast was plentiful. I didn't like the smokers smoking close to the entrance. Plus the bathroom was older. I mean, I give it 4 stars. Am I being too demanding"
Country Inn and Suites By Carlson Corbin,Corbin,3.9885057471264367,"Hotel was clean and comfortable, decent breakfast. All we needed for an overnight stay enroute."
Country Inn and Suites By Carlson Galena,Galena,4.3061224489795915,"Excellent personnel, great amenities and a great breakfast buffet. The pool area was clean and great if traveling with children. The staff was very accommodating. The room for the breakfast buffet was a little tight but it was worth the wait. China plates and cups, no paper and a nice variety from eggs, sausage, oatmeal, fresh fruit and a variety... More"
Country Inns Suites,Iron Mountain,1.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Country Lodge Motel,Harmony,4.0,"We stayed here for Luther Family weekend in September. We could not get a hotel in Decorah Iowa and this was the next closest place. It is a small hotel with a small parking lot. Friday night when we checked in we were greeted and given our key, and it is literally a key not the credit card looking keys... More"
Courtyard Burlington Harbor,Burlington,4.235294117647059,"We stayed for a glorious weekend to enjoy my surrogate niece's wedding in Charlotte. The hotel was beautiful. We normally stay in Burlington at a close friend's home, but with his daughters wedding, it was better to be here at the hotel. The rooms were immaculate, and the hotel, courtyard, and facilities were outstanding. The staff displayed hospitality at its... More"
Courtyard By Marriott,Fitchburg,4.0,"Very modern rooms and lobby, nice swimming pool and hot tub area, free wifi available for 24 hours. No breakfast. Fitness center has treadmills and free weights."
Courtyard By Marriott Downtown Boise,Boise,4.205882352941177,We stayed for 2 nights and we got no maid service. The front desk was very nice when I asked for new towels but didn't seem overly concerned about us not having maid service. When I checked out they showed a little bit more concern but not to the degree I felt they should have.
Courtyard By Marriott Rockaway Mount Arlington,Mount Arlington,4.1571428571428575,"The room was generally clean nice.The problem was with the pool area the hotels eating area. Pool room was so cold that we didn't go back a 2nd time. Normally when you enter a pool area it is warm and humid, this room was absolutely freezing. I dreaded getting out of the pool and whirlpool. The whirlpool jets were so terrible that it was hard to sit in it and have conversation because the jets were shooting water in your face. Pool area was also out of pool towels at about 7 pm. They did bring about 8 pool towels after we went to the front desk and informed them about it, but the pool room was way too cold to spend time in. They served/sold Starbucks coffee in the eating area which I thought was a plus. I went down for coffee at 8:30 am on Monday morning and the coffee was barely warm and when I got near the bottom of the cup it was filled with grounds. It tasted terrible and was not Starbucks quality for sure. I ordered a toasted bagel that must have been old. I watched her toast it for just a minute or two it was so hard that I couldn't even bite through it. I ended up throwing it out. Eating area must have some specific hours that they are open, but we did not see it posted anywhere.They didn't seem to be open at lunch time and if you were fortunate enough to find anyone in the lobby/eating area to ask, they didn't give very clear answers. I have stayed at other Marriot Courtyards and was completely satisfied, but this one was not up to par."
Courtyard Columbus Worthington,Columbus,3.6785714285714284,"Only had a one night stay but I enjoyed everything about the hotel. Very clean, great staff, no complaints. Location is currently tough with all of the road construction on 23, but this is a temporary situation."
Courtyard Hattiesburg,Hattiesburg,3.727272727272727,Great hotel located in a very quiet part of Hattiesburg. Check-in was very fast.Staff was very friendly. Rooms are very nice and large The pool was clean. A/C works very well. We had a wonderful stay.We would stay there again!
Courtyard San Marcos,San Marcos,4.7,That staff was great... I thought the AC could have been little better. The location is closed to great shopping opportunity and a few good BBQ restaurants...
Crestview Condominiums,Park City,4.416666666666667,I visited Park city for my vacation and rented condo from PARK CITY SKI PLACE. It was the best condo ever!!! The owner is really kind and nice. Every room was very clean. My family had very happy time there. Highly recommend!
Crossland Economy Studios - Lake Charles - Sulphur,Sulphur,2.380952380952381,The lady at the front desk was very helpful.
Crossroads Hotel,Chicago,1.0,"Its a scary old motel with rusty doors and a staff that is about as friendly as the people the DMV. My kids had been misbehaving a lot right around the time of our trip to Disney world, so I told them I was canceling the vacation to Disney World and we were going somewhere else instead. I drove them to this place and it scared them straight. The place is old, scary and dirty. It smells like old cheese and the only people who stay here are either homeless, on narcotics or havi...view moreng an affair. After I made my kids think we were staying here for a vacation instead of Disney World they straightened up and stopped misbehaving. Thanks Crossroads Hotel!view less"
Cypress Suites,Cypress,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Dallas/fort Worth Marriott Solana,Roanoke,4.372549019607843,"Marriott Solana hosted over 200 guests for my reception with room for more. Allison (Sales) and Malikah (Events) worked patiently with me in all details. All of our guests enjoyed the food, which was the biggest requirement. The venue is in a remote location with many unique... Read More beautiful locations to sit, relax, and enjoy the view or take pictures. The chef was amazing in the food items for taste testing with my restrictions for food selections. With my saying no to salmon as a fish selection because it's so bland, he took it and created an Indian inspired delicacy that all my guests raved about. I had a few discrepancies I was not happy about at the actual reception. My husband's (the groom's) entree was not complete when it was set before him and he had to catch a waiter to get it sent back. The banquet was telling me on our arrival (we were a bit late) that there was no time to do all the activities planned, but my wedding planner took care of it and made sure all was done. Instead of keeping the extra appetizers out after the cocktail hour, my mother had to fight to keep some on the table for my bridal party. My husband and I did not get to see them nor did some of our party who came after the scheduled cocktail hour for our guests. The hall began tearing down our setup before our event time was over to make sure they would be set up in time for their next event."
Davison St Guest House,Mammoth Lakes,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Days Inn,Woodstock,3.3448275862068964,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Days Inn & Suites Castle Rock,Castle Rock,2.676470588235294,The hotel was good!!!
Days Inn & Suites Vicksburg,Vicksburg,,"A lodging staple for budget-minded road-trippers and business travelers. In ShortSince the Ramada brand made its debut in 1954 in Flagstaff, Ariz., the hotel franchise has been offering dependable accommodations with budget-wise perks. Families appreciate the kids-stay-free policy for children 17 and under staying with their parents. Other amenities usually include a swimming pool, full-service restaurant, lounge, in-room data ports and voice mail. Group rates--for wedding parties, corporate groups or family reunions--are available for parties requiring 10 or more rooms per night."
Days Inn Bangor Airport,Bangor,3.581818181818182,Clean and comfortable for the price! Don't expect five star for a three star price and you won't be disappointed. My only minor issue is that I would have liked to have seen more seating space in the breakfast area. It was very crowded and not enough seating for most people.
Days Inn Barstow,Barstow,3.2,"Needed a place for two nights.for two nights, and while our friends had stayed there before, even they remarked that it was unusual. First reservations for him could not be found. Clerk could not use computer. Clerk could not find my travel number. Room clean enough, but had not enough soap/shampoo for two people. Door to room needed a shoulder... More"
Days Inn Berea Ky,Berea,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable."
Days Inn Bloomington,Bloomington,3.411764705882353,The staff at both check in and in the morning were both very friendly. I was very pleased with them.
Days Inn Bowling Green,Bowling Green,1.7352941176470589,Not the worst place I've stayed but right up there. The room smelled.. the carpet was slimy/sticky and there were stains on the comforter.
Days Inn Branson / Near The Strip,Branson,3.7719298245614037,"Hotel was off the strip, but close to a shortcut to downtown -made it easier to avoid some of the traffic. When I was checking in, lady had a meeting or something to get to, so I felt like I was inconveniencing her. Her replacement was ok, not really friendly, but not rude. Staff was better the next day."
Days Inn Branson Mo,Branson,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable."
Days Inn Brookings,Brookings,2.5849056603773586,Would have been a better trip. But between the kids running up and down hallway and slamming doors. And the drunks talking loud and slamming doors at 1:30 in the morning. I will not be staying here anymore.
Days Inn El Reno Ok,El Reno,2.967741935483871,"Room looked to be in disrepair, bathroom door didn't shut without force. The hostess was very unprofessional with her stars and bar finger nails."
Days Inn Fort Wayne,Fort Wayne,2.914285714285714,"The rooms were clean, but just needed alot of updating..... And I mean alot of updating..... Very small rooms. Breakfast was OK.... Just thought the hotel could use some remodeling......"
Days Inn Geneva,Geneva,3.3333333333333335,"Had to carry an extremely heavy suitcase to the second floor. When I made the reservation, I was not asked if I was able to negotiate stairs. What would have happened if I were in a wheelchair"
Days Inn Kuttawa,Kuttawa,4.035714285714286,We traveled with our basketball team for a tournament. There were 18 of us using six rooms. The entire facility was extremely clean. The rooms exceeded our expectations for the price. Would definitely recommend this hotel to anyone.
Days Inn Lanham Washington Dc,Lanham,3.347826086956522,RELAXING
Days Inn Lincolnton,Lincolnton,2.8105263157894735,"We booked online. Arrived after a 5 hour drive. Checked in with a clerk that spoke poor English. The lobby wasn't very clean and the place was obviously older but we were exhausted and thought we'd give it a try. We had two rooms booked. My room, despite being told it was a non-smoking room, smelled of smoke that had... More"
Days Inn Marion,Marion,2.0,"My husband and I were traveling through the area and we ended up staying here--and we won't again. First, the rooms are pretty small. Second, the bathtub is LITTLE, really really really LITTLE. It's a joke. Unless you are 6 years old you cannot stretch out in it. That right there pretty much does it for us. Third, the breakfast... More"
Days Inn Newton,Newton,,this hotel is disgusting. do not stay here! the showers don't drain and the bathrooms are dirty. nuff said.
Days Inn North Columbia Ft. Jackson,Blythewood,3.1666666666666665,"Room was clean and neat. Bed was fairly comfortable. Pool had no water but it has been cold and rainy spring. Staff was very nice and cooperative. GPS took me on scenic route, but I found it. I would stay again."
Days Inn Ruther Glen Kings Dominion Area,Ruther Glen,2.240740740740741,We just wanted away from everyone for a night. The stay was fine and we brought our Mastiff along. The bathrooms need serious deep cleaning or renovations. We did ask for a smoking room so we expected a smell issue but I don't think it should have been that bad. This place is fine for a one night stay but I don't think I will again.
Days Inn Statesville,Statesville,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable."
Days Inn Suites,Grinnell,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Days Inn Tallulah,Tallulah,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable."
Days Inn Warren,Warren,3.773913043478261,Our stay was very nice. Would definetly come back for another visit.
Days Inn West Memphis,West Memphis,3.3,"Not a great hotel. Dirty, not a great neighborhood. Good Mexican restaurant attached. Pet friendly."
Days Inn and Suites Albany,Albany,2.027027027027027,This visit was much better then my last! as far as the room is concerned I had no issue besides low water pressure do to a broken pipe. The desk clerks demeanor on the other hand was not very welcoming at all.
Days Inn-amarillo-medical Ctr,Amarillo,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable."
Dead Broke Inn,Young,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Deluxe Inn Merrillville,Merrillville,1.5714285714285714,This place sucks. It is bug infected. I would never recommend this place to anybody. I would never go there again. Also the front desk lady had a nasty attitude.
Desert Motel Restaurant,Wellton,5.0,The rooms are very clean and comfortable. The help are very nice to every one. You can enjoy a quite evening sitting out at the table or in the chairs and enjoy the B.B.Q. that they have for you to use they also have coffee makers in the rooms with coffee for you to enjoy. you are close to restaurants... More
Desert Sands Motel,Albuquerque,2.111111111111111,"It was really cheap. Quality not all that well, but not as dangerous as everybody says. Reallly nice for one night, but not for a long stay. day manager nicer but the night one a little creepy."
Discovery Inn,Midvale,2.4864864864864864,"Noisy street traffic, cops arresting a screaming man outside the window, gang members knocking on door at 4:30 am looking for their home-boy messy dining room, and foyer, overflowing garbage cans outside foyer....what a dive!"
Dockers Inn,Branson,4.153284671532846,"Room was nice and clean and bed was very comfortable. On the downside, the volume didn't work on TV and it was too late when we got back to the room to call for assistance. The bathroom door would hang up on commode when opening or closing and you had to really shove it to clear the commode. We don't expect a great breakfast but it did not meet our expectations."
Dor-shada Resort By The Sea,Washington,3.3636363636363638,"The hotel has interesting design and located right on the beach. Those are the only 2 stars I would give them. Construction next door (not their fault) makes me more susceptible to other things, such as very rundown, neglected feeling of the property. The reason I'm still here is that the room hasn't been cleaned yet, so I can't even... More"
Double Eagle Hotel and Casino,Cripple Creek,3.6444444444444444,Minus --- The hotel is old and rooms are tiny! Really small casino with only one BlackJack table open all other table games were closed. About 9:00 PM we were told they would be closing the table shortly. Plus -- Pet friendly and the breakfast at the restaurant was good. Also disappointed in the town of Cripple Creek itself. Only... More
Doubletree By Hilton Hotel Bay City - Riverfront,Bay City,4.436123348017621,"Very nice hotel on the Saginaw River . We had a JR suite which was very nice and big , but the view was of the east side dwntwn and the back of some buildings . You probably can't get a river view w/ hotels.com . I certainly would like go back maybe during the summer time and enjoy the surrounding area and beaches of Lake Huron ."
Doubletree By Hilton West Palm Beach Airport,West Palm Beach,4.166666666666667,"It was a great one night stay. The front desk staff was great, convenient access to food and snacks in the lobby, and the hotel has a nice bar area also."
Drury Inn & Suites San Antonio Northwest Medical Center,San Antonio,,"Free breakfast and drinks and snacks at night Right off the Anderson Loop (1604) Very new, clean and neat. Pool indoors, gym small but workable, laundry facility for guests."
Drury Inn & Suites Sikeston,Sikeston,4.6,"super service, room was prepared as requested. love the hot breakfast. oh, and very clean!"
Drury Inn and Suites Columbus Convention Center,Columbus,4.54,"Only stayed one night, but it was a good night. I was able to walk to many restaurants and the sports arena. Hotel was very comfortable and conveniently located."
Durango Travelodge,Durango,2.8533333333333335,Needs refurbishment badly. Over priced.
Eaglecrest Ski Area,Juneau,4.590909090909091,"Eaglecrest is a very good ski area, with the best downhill opportunities (ski and rreat groomed X-C ski trains also lift lines are short. From the top you can see water on both sides. The access road is ok, and there's a bus because it's about 7 miles out of town. This has produced at least one Olympic medalist and... More"
East Side Motel Cabins,Mobridge,5.0,"Weather was bad and I stopped for the night. From the outside was not expecting much. Boy was I surprised.. quotnever judge a book by it's coverquot is really true. The rates were great and the room was older but cozy, nice and very clean. Will tell everyone to stay here."
Econo Lodge,Bellingham,3.9615384615384617,"The hotel's quirky little mascot--a bobble head named Red--stands for all the comforts of home at a budget-friendly price. In ShortThe tiled red-roofed inn has been a mainstay for travelers in search of value and relaxation since 1973. Standard rooms boast cable TV, coffee makers and unlimited local telephone calls. Additional property features include free USA Today in the lobby on weekdays and photocopy and fax services for a modest charge. Deluxe rooms have the added conveniences of a small microwave and refrigerator. Families may request cribs and rollaway beds at no charge."
Econo Lodge Bellmawr,Bellmawr,3.1228070175438596,Good location. Reasonable price.
Econo Lodge Big Spring,Big Spring,,"Editorial Review Nationwide hotel chain is family- and business-friendly. Amenities include communication facilities, large conference rooms, Jacuzzi suites and outdoor pools."
Econo Lodge Inn & Suites,Bloomington,,"Editorial Review Nationwide hotel chain is family- and business-friendly. Amenities include communication facilities, large conference rooms, Jacuzzi suites and outdoor pools."
Econo Lodge Miles City,Miles City,3.792207792207792,"The hotel is a pleasant surprise if you care about clean. The rooms are functional. The continental breakfast choices sent us next door to Gallaghers restaurant. But, the service was efficient and friendly. The value was good and I would recommend this hotel to the traveler who wants a no frills clean room."
Econo Lodge St Robert,St. Robert,3.0454545454545454,Good if you want a night sleep and not plan on being in room...
Economy Inn,Dillon,1.9090909090909092,"The people who run this hotel seem honest. The value is lower than what is expected for the price for the room. My reservations made in February of this year was for a non-smoking, two bed, fridge and microwave room. I got the Non-Smoking, two beds part but microwave and fridge...No. Light did not work over the sink. Shower curtain did not hang correctly because the shower pole wasn't fastened to the wall. Towels and wash cloths were very rough and thin. You can see the outside through the bottom of the door to your room. Nothing continental about the breakfast. Who serves only flavored coffee Oh management says their going to upgrade accommodations. Uh-huh... For anyone reading this feedback, I would suggest this hotel be your absolute last ditched try to get a room."
Economy Motel,Fort Walton Beach,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Eden Park Guest House,Takoma Park,2.0714285714285716,"I stayed here on a Saturday night as I had a family wedding to attend in Maryland in Sunday. My family had nine rooms rented out which I think is the entire building, so we didn't have any problems with people having a good time across the hall, thankfully. The air conditioning in the room worked pretty well on a... More"
Edgewater Inn & Cottages,Eagle River,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
El Cortez,Pittsville,2.6,"Do not ever stay at this hotel. Four girlfriends went to San Felipe for the weekend in November 2014 and decided to stay at the El Cortez. Big, costly mistake. They all got robbed the first night there by brazen employees who entered their rooms! They stole my girlfriend's purse while she was sleeping in the room! There was no... More"
El Dorado Seaside Suites By Karisma - All Inclusive,Beaumont,4.314285714285714,Great friendly staff. All inclusive with an extensive wine upgrade list if you want that and a few food upgrades like live lobster and meat cuts if you want. Relaxing and quiet with a great spa. 24 hr. room service that can even get you quite a few items that are not on the in room menu if you ask.
Elba Sara Beach & Golf Resort,Anderson,3.945945945945946,"Super service fra vi ankom hotellet til vi reiste. Alle som jobbet her var blide,vennlige og imtekommende og gjorde alt for at vi skulle ha en fin opplevelse.Vi hadde all inklusive og maten var god og variert."
Eldorado Inn,Baker City,3.727272727272727,It was easy to get to the desk clerk was friendly and speedy the room was somewhat clean could have been better the beds were comfortable better than most and everything work it had a nice pool but the spa was close the usual breakfast had waffles and biscuits and gravy and other things the usual stuff all in all... More
Eldorado Suites Hotel,Bisbee,4.706896551724138,"This was our second time staying at the Eldorado Suites. We visit Bisbee often and have found this place to be a comfortable, clean with friendly place. It overlooks the town of Bisbee, with great mountain views too. Can be a little nosey at times, but Eldorado supplies ear plugs. We were in suite 5, our bedroom was in the... More"
Elk Springs Resort,Gatlinburg,4.345454545454546,Well worth it! This was our first condo rental and we couldn't be more pleased. We have 3 kids and wanted something more than a hotel. It was roomy and comfortable with 2 bedrooms and a sleeper couch. Sure beats trying to find a hotel with room for five. The condo was very clean and well kept. It felt like being at home. Kids liked the pool and there were baby ducks that came up from the river there everyday. TV's in every room so the kids didn't fight over what to watch. Master bedroom was fantastic with a jacuzzi tub. Location was convenient and Elk Springs was responsive to any needs we had. We look forward to trying one of the cabins next time as a change of pace.
Embassy Suites By Hilton Houston Downtown,Houston,5.0,Brand new menu today has a vegan pasta entr��e!
Enchanted Castle Hotel,Regent,5.0,"My wife and I stayed with these folks at the end of May - at first we weren't to sure. The building has a different feel to it. What I will say is br br 1.) amazing bar / restaurant br 2.) the nicest people in the world! (I'm from Chicago, so...) br 3.) an overall cool experience. br brWe drove down the enchanted highway and stopped at each of the sculptures (I believe the first one off the expressway is in the Guinness book of world records for the largest sculpture of recycled / repurposed scrap). On day 1, we ate at the local pub (there's only 1, so you can't miss it). Once again - friendly folks, great cookin' (and cold beer!). We also toured the many historical buildings there onsite. Wonderfully warm folks - it makes me think how different the world would be if we all treated each other as nicely. So the bottom line - Regent and the Enchanted Castle get two thumbs up. If you're passing through that part of North Dakota, don't miss it."
Equestrian Estates Horse Farm Bed and Breakfast,Lancaster,4.230769230769231,"The location of this B and B was in a very quiet place, however the place was filled from top to bottom with things, reminded me of the TV show about hoarders. The cleaning staff really needs to pay attention to the dust in the rooms, our canopy had about 1/4 inch of dust on the top. The shower was... More"
Excellence Riviera Cancun - Adults Only - All Inclusive,Mont Belvieu,4.875,"Second time to this resort and absolutely love it. Staff are extremely helpful and attending. grounds are beautiful and close to the beach. Pools are large and kept clean. Rooms have been renovated to include glass shower doors, upgraded bedding and patio and lounge furniture. always enjoy the restaurants, upgraded night shows and grounds. Would definitely recommend."
Extended Stay America,Chattanooga,2.6666666666666665,"Editorial Review by Citysearch Editors Spacious studio suites cater to corporate travelers with separate kitchen, dining and sleeping areas plus workspace with data ports and voicemail."
Extended Stay America - Bloomington - Normal,Bloomington,,"Editorial Review by Citysearch Editors Spacious studio suites cater to corporate travelers with separate kitchen, dining and sleeping areas plus workspace with data ports and voicemail."
Extended Stay America - Chicago - Westmont - Oak Brook,Westmont,2.8095238095238093,Hotel amenities are really not good. We took extended stay because it will come with kitchen. Stove was not working. Sofa is not clean.. it has all the dust. No vessels inside kitchen. We have to ask for everything in the front desk.
Extended Stay America - Columbia - Northwest Harbison,Irmo,3.445945945945946,"The hotel rooms are very comfortable. The free breakfast should say a piece of fruit, oatmeal and coffee. There was really no breakfast. Also the rooms do not come with dishes, glasses, coffee maker or dish soap. You have to request it. Also at check in they first gave us a single room when I booked a 2 bedroom suite. The staff said that I had to take it up with Expedia. I reminded them they got my money at the time I booked that particular room. They moved us to our suite. It was conveniently located by the highway, mall and restaurants."
Extended Stay America - Fort Lauderdale - Davie,Fort Lauderdale,2.96,I think we pay too much for this hotel - kitchen cabinets outdated - carpet is terrible - the smell in the suite - bathtub - under the sink at the bathroom Room is way too small for 4 guests
Extended Stay America - Los Angeles - Ontario Airport,Ontario,,"Editorial Review by Citysearch Editors Spacious studio suites cater to corporate travelers with separate kitchen, dining and sleeping areas plus workspace with data ports and voicemail."
Extended Stay America - Orlando Theme Parks - Vineland Rd.,Orlando,3.3118279569892475,Be ready to make your own bed and hang up those towels if you are staying just a few nights. Room service does not kick in until after a week. Guess that's why they call it EXTENDED stay. lol
Extended Stay America - Raleigh - Cary - Regency Parkway S,Cary,3.1846153846153844,I definitely feel as though I got my money's worth staying at this hotel especially if you are doing business in the Cary area. However the Wi-Fi is brutally slow and VPN is blocked unless you pay for a Wi-Fi upgrade. Considering that this hotel is basically in the business area having to pay to get access to VPN gateway and higher speed internet seems like a slap in the face.
Extended Stay America - Rockford - I-90,Rockford,3.6619718309859155,"Where to begin....The first peculiar thing about this hotel is that two operations are within walking distance. Make sure that you check into the correct one. The next thing was the explanation at check-in that went something like this: There is no housekeeping so if you desire clean towels or sheets then return to the front desk with the used to exchange for clean. If you need a bar of soap or shampoo, please return to the front desk and request more. Please take the trash can from the room and walk down the hallway and find the sign and door marked Trash Room and empty it there. The room is outfitted with a cooktop and refrigerator but all dishes have been removed to ensure that they are clean. If you need dishes, coffee pot, etc please return to the front desk and request it. I returned to the front desk for fresh towels and found a sign that read...we are away from the desk, please dial 0 for assistance Breakfast was two coffee urns, packages of Quaker oats powered oatmeal, wrapped muffins, and crumbled granola bars. The iron didn't work. There are no closets but a wire frame rack in its place. (I didn't mind but the wife was upset.) Occupants in the room a couple of doors down left their dog in the room while they went to enjoy the scrumptious breakfast. Their dog barked, whined, cried, barked even more. A call to the front desk came back with a reply we are a pet friendly hotel...."
Extended Stay America Grand Rapids - Kentwood,Grand Rapids,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Extended Stay America Philadelphia - Exton,Exton,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Extended Stay America Princeton - West Windsor,Princeton,1.0,DO NOT GO HERE AT ALL!!!! If you ever go to the front desk for anything you will be standing there for over 15 minutes. The manager doesn't seem to care about his job what so ever. We came here and ask that they don't charge our card because my husband's company was going to call and have everything taken care including that night. The lady at the front desk that night said that was fine. Well the next day we look at our account and they charged OUR card. So now we are in the process o...view moref getting our refund and dealing with the bank and the Hotel. The manager of the Hotel was supposed to call the bank to work out everything for the refund and we kept calling about every 30 minutes because I mean this is our money they are dealing with. And finally we went down to the front desk waited 15 minutes and asked if he called and all he said was he hasn't gotten to it yet! I was soo furious. The rooms suck and stink. The service is absolutely horrible. They are conns and don't deserve to even have a job. There are people out there who would love to have a job and would care. These people could care less and take advantage of everyone. They don't even deserve 1 star for their rating! I'm absolutely DISGUSTED!!!!view less
Extended Stay America San Diego - Carlsbad Village By The Sea,Carlsbad,2.982142857142857,"Editorial Review by Citysearch Editors Spacious studio suites cater to corporate travelers with separate kitchen, dining and sleeping areas plus workspace with data ports and voicemail."
Fairbridge Inn,Kalispell,2.4242424242424243,"Dirty floors, rooms hot and uncomfortable, Clogged, poor drainage in the shower.short stuff and long waiting at the front desk.over priced."
Fairfield Inn & Suites Atlanta Perimeter Center,Atlanta,3.7228915662650603,enjoyed it
Fairfield Inn & Suites Des Moines Airport,Des Moines,0.0,amazing decour a must stay!
Fairfield Inn & Suites Peoria East,East Peoria,4.111111111111111,Extremely clean hotel with good customer service. Staff was friendly & helpful.
Fairfield Inn By Marriott Binghamton,Binghamton,4.111111111111111,Came to Binghamton to visit with a relative. Fairfield Inn is a convenient location. Nearby is Ostinango Park which is great for walking or running.
Fairfield Inn Saginaw,Saginaw,4.369047619047619,Great hotel. Except the elevator didn't work some of the weekend.
Fairfield Inn Suites Chattanooga South/east Ridge,Chattanooga,4.15625,My wife and I were returning to Indiana from The Savannah area and needed to stop for the night. We usually stay at Marriott properties so we hopped on the website and found this Fairfield Inn. We chose it based on price and location. The hotel is just off I-24 right before getting into Chattanoga from the south. It was... More
Fairfield Inn Suites Spearfish,Spearfish,3.3,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Fairfield Inn and Suites By Marriott Idaho Falls,Idaho Falls,4.326086956521739,One person in our group noticed the nearby freeway noise but the rest of our group had no complaints. Good stay at a really nice hotel.
Fairfield Inn and Suites By Marriott Plainville,Plainville,4.298245614035087,"My husband, mother and I stayed for 2 nights and found the beds to be very comfortable. We enjoyed the great breakfast provided (hot and cold items). The breakfast staff was very friendly."
Fairfield Inn/suites-marriott,Titusville,5.0,The Fairfield Inn in Titusville Florida is a wonderful hotel.  The rooms are very conformable with all the amenities including a nice flat screen HD TV and free Internet access.  The hotel is close to Kennedy Space Center and Port Canaveral Cruise Lines.  It is only a 45 minute drive to many Orlando Theme parks.   I would strongly recommend this Titusville hotel to anyone driving by or staying in Titusville for the space shuttle launches.
Falls Motel,American Falls,3.5454545454545454,large gaps under front door. bathroom window was cracked with a wide gap. hot water for shower was hit and miss. i mean when you are taking a shower it was constantly going burning hot one second then freezing cold the next. heater for the room was of limited use with large gaps under the front door.
